marker_id,corpus,split,wearer,meeting_id,preceding_turns,wearer_next_utterance,wearer_profile_terms,label,notes,annotator,saved_at
icsi/Test/000038/116064,icsi,Test,fe008,Btr002,"Speaker 5: Yeah.
Speaker 4: Mm - hmm.
User: Interesting observation. Yeah. Well, if they're i c if this has raised a couple of things for me that I wanted to mention because, you know, at this point, we're at the at the really fine grain level of
Speaker 2: Yeah.
User: of standardization which I hadn't really thought of specifying in advance before, and, um, wanted to maybe just mention a couple of things. These are,","when we have these grey areas, um,","overlaps(37), overlap(26), interface(25), transcriber(24), transcribers(24), script(21), reference(21), ibm(19), backchannels(18), context(17), respect(17), convention(16), transcription(16), speakers(15), thilo(15), conventions(14), transcripts(14), microphone(13), speaker(13), addition(12)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000183/58945,icsi,Val,me011,Buw001,"User: As many are willing to do it.
Speaker 7: Make it a voluntary thing, and then
Speaker 5: Yeah. Cuz you'll get cuz you'll get very different answers from everybody, right? So
Speaker 7: Yeah. That's why I was wondering.
User: Well, maybe one thing we could do is for the meetings we've already done",Of course Jane doesn't need to. I'm sure you have that meeting memorized by now.,"jane(24), dan(18), transcription(15), tools(10), iram(10), transcriber(8), p z ms(7), project(7), corpus(7), money(6), user interface(6), mike number(6), mikes(5), pda(5), transcripts(5), speaker change(5), stress(5), thanks(5), computer(5), form(4)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000376/51210,icsi,Test,mn015,Bed013,"Speaker 2: Mmm. And much harder to r program.
User: Hmm?
Speaker 2: And much harder to p to program.
User: Yeah. How how do these pieces fit together? Uh - huh. And um. But, OK, nevertheless. So these are issues but we what we actually decided last week, is to, and this is, again, for your benefit is to um, pretend we have observed and parsed an utterance such as"" where is the Powder - Tower"", or"" where is the zoo"", and specify um, what what we think the the output uh, observe, out i input nodes for our Bayes - nets for the sub sub - D, for the discourse bit, should be. So that And I will I will then come up with the ontology side uh, bits and pieces, so that we can say, OK we we always just look at this utterance. That's the only utterance we can do, it's hard coded, like Srini, sort of hand parsed, hand crafted, but this is what we hope to be able to observe in general from utterances, and from ontologies, and then we can sort of fiddle with these things to see what it actually produces, in terms of output.
Speaker 2: Uh","we need to find out what the"" where is X"" construction will give us in terms of semantics and","german(27), nuh(22), object(18), input(17), xml(16), belief(15), johno(15), net(15), parser(14), heidelberg(13), intention(13), wizard(13), friday(13), bhaskara(12), ontology(12), tasks(12), fey(12), user(12), values(12), building(11)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000040/6443,icsi,Train,fe016,Bdb001,"User: OK. So, I mean, that seems that seems g great for all of the encoding of things with time and,
Speaker 2: Oh, well.
User: um I I guess my question is more, uh, what d what do you do with, say, a forced alignment? I mean you've got all these phone labels, and what do you do if you
Speaker 3: How - how
User: just conceptually, if you get, um, transcriptions where the words are staying but the time boundaries are changing, cuz you've got a new recognition output, or s sort of what's the, um,","waveforms that stay the same, the transcripts that may or may not change, and then the","jane(24), switchboard(16), overlap(13), don(13), mari(12), speaker(11), recognizer(11), overlaps(9), forced alignment(9), board(8), transcription(8), transcripts(8), turn(8), recognition(8), transcribers(8), backchannel(7), ideas(7), microphones(7), close - talking mikes(7), queries(7)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000195/73531,icsi,Train,me013,Bmr008,"User: Great, OK. Well, that was that one.
Speaker 3: So.
Speaker 5: Mm - hmm.
User: Um,
Speaker 3: So tomorrow I'll send a email and just ask if he received it, he should be getting it today.","um, and I think we should just sort of look at this thing from you, off - line Jose cuz it's getting kind of late but I mean I think the bottom line just glancing through it is that there's there's a lot of overlap,","overlaps(17), training(15), ibm(15), language(15), jane(12), jose(12), other hand(10), discussion(10), list(10), htk(10), plp(10), ti - digits(9), silence(9), aurora(9), spanish(9), combinations(8), nets(8), dan(7), andreas(7), effect(7)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000312/17693,icsi,Test,me045,Bed015,"Speaker 2: Right, right.
User: Yeah, yeah.
Speaker 2: Which is fine, yeah.
User: It's that now, um, I'm mentioned this, I I don't know if I ever explained this but the point of, um,
Speaker 5: Yeah.","because it seems like having the verb subcategorize for, you know, like say taking as its object","user(9), construction(8), view(7), constructions(5), location(5), questions(4), detail(4), summer(4), types(3), node(3), car(3), front(3), tree(3), variety(3), zoo(3), wh(3), approach(2), choices(2), enter(2), friday(2)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000183/6119,icsi,Val,me011,Buw001,"Speaker 2: I just realized we skipped the part that we were saying we were gonna do at the front where we each said who we were.
Speaker 3: The roll call.
Speaker 6: Right. I thought you did that
Speaker 2: Roll call.
Speaker 6: on purpose. But anyway, shall we do the roll call?",And I'm Adam Janin on channel A.,"jane(24), dan(18), transcription(15), tools(10), iram(10), transcriber(8), p z ms(7), project(7), corpus(7), money(6), user interface(6), mike number(6), mikes(5), pda(5), transcripts(5), speaker change(5), stress(5), thanks(5), computer(5), form(4)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000166/33861,icsi,Train,me011,Bmr022,"Speaker 3: OK. So we can just map map them to
Speaker 5: No problem.
Speaker 3: Great. Hmm.
User: OK. Um We still haven't really sat down and talked about file reorganization, and directory reorganization. So we still have to do that. But I don't think we need to do that in this meeting. But, uh It is something that needs to get done, and I wanna also coordinate it with Dave so that we do a level zero backup right after. So we don't waste a lot of tapes. But, uh So let's let's try to do that sometime, OK? ch OK?
Speaker 5: Yeah. We can do it this week. Yeah.","We also still have to make a decision about mike issues, what we wanna do with that.","jane(55), form(35), dan(31), tools(19), corpus(19), transcription(18), transcriber(17), sony(17), thanks(16), forms(15), hand(14), mikes(14), transcripts(14), program(14), iram(14), broadcast news(14), ti - digits(14), table(13), wireless(13), overlap(13)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000174/694,icsi,Val,me011,Bns001,"Speaker 1: @ @
User: OK, so we should be on.
Speaker 2: So
User: And I'm gonna go ahead and start by reading the digit strings, just to give you an example of how to do it. And so the first thing to do is read the transcript number which is on the right hand side there. So this is transcript one five five one dash one five seven zero two seven three four five zero zero seven one six eight four four nine five two four seven O six O zero one two O O two two O four four one seven five five three six six eight seven eight nine O O nine O one one five nine two four six six two O five",and read them out.,"jane(32), dan(21), transcription(16), iram(11), tools(10), transcriber(9), corpus(9), user interface(8), project(8), queries(8), meeting recorder(7), p z ms(7), transcripts(7), thanks(7), overlap(7), broadcast news(7), form(6), mikes(6), money(6), table(6)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000284/53860,icsi,Train,me025,Bmr002,"User: Well, we know the answer to that, but unfortunately, will we get fifty percent p accuracy?
Speaker 2: That's right, Well, but you know we have to try.
User: Yeah.
Speaker 2: We we we could simply not do the project. But I think that's a bad solution.
Speaker 3: W We also need to d do this in terms of SmartKom, I mean, we're collecting this as to build general English acoustic models.",And are they specifically far field,"table(6), channels(4), dan(4), microphones(4), equipment(3), ar(2), cabinet(2), headset mikes(2), reasons(2), sixteen bits(2), sixteen channels(2), sound(2), thanks(2), transcript number(2), twelve gigabytes(2), what meetings(2), actual recording(1), alternative(1), amplification problem(1), ar model(1)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000037/15515,icsi,Val,fe008,Btr001,"Speaker 4: Yeah, I know. Yeah. I remember.
Speaker 5: i I just couldn't deal with it, and
Speaker 4: Yeah.
User: Yeah, I had the same experience.
Speaker 5: Yeah.","Sometimes when people lack a certain level of fluency you can ask them themselves,"" What did you say there?"" and they can't tell you.","overlaps(36), transcriber(24), overlap(24), transcribers(23), interface(21), script(21), reference(21), backchannels(17), convention(16), transcription(16), respect(16), ibm(16), speakers(14), transcripts(14), thilo(14), context(13), microphone(13), conventions(13), speaker(13), addition(12)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000149/92220,icsi,Test,me011,Bmr003,"Speaker 2: Well that that's the way people sit. That's how many chairs are in the room.
Speaker 3: Yeah. Yeah, I'm just saying that for the recording.
User: Alright.
Speaker 2: Yeah. Right.
User: Right.",OK.,"jane(8), transcriber(5), dan(5), pda(4), mike number(4), speaker change(4), time alignment(4), form(3), machine(3), mikes(3), p z ms(3), transcription(3), transcripts(3), wireless(3), thanks(3), word transcripts(3), drive(2), forms(2), front(2), intention(2)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000345/14698,icsi,Train,mn007,Bro025,"Speaker 1: I see. Huh.
User: So. Yeah. And another thing that we did also is that we have all this training data for let's say, for SpeechDat - Car. We have channel zero which is clean, channel one which is far - field microphone. And if we just take only the, um, VAD probabilities computed on the clean signal and apply them on the far - field, uh, test utterances,
Speaker 1: Mm - hmm.
User: then results are much better. In some cases it divides the error rate by two.
Speaker 1: Wow.","If if we can have a good VAD, well, it would be great.","vad(53), italian(51), spectral subtraction(35), result(25), ti - digits(25), aurora(24), plp(24), spanish(21), finnish(20), msg(20), network(20), threshold(20), lda(19), variance(18), french(17), training(17), htk(16), mfcc(16), networks(16), mean(16)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000104/25066,icsi,Test,me003,Bed004,"User: And um, in terms of World Knowledge, this would just basically be like opening and closing times of things, the time of day it is, and whatnot.
Speaker 3: What's"" tourbook""?
User: Tourbook? That would be, I don't know, the"" landmark - iness"" of things,
Speaker 3: Mm - hmm.
User: whether it's in the tourbook or not.","Well, this is not a working Bayes - net.","door(6), tourist(6), tango(5), admission fee(5), discourse(5), smartkom(4), bhaskara(4), mode(4), nice walls(4), powder - tower(3), javabayes(3), lines(3), middle(3), presentation(3), probabilities(3), suggestions(3), vista(3), walls(3), belief(2), nets(2)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000174/5088,icsi,Val,me011,Bns001,"User: People interrupt each other much more than I thought they did.
Speaker 2: Two nine seven seven? Right.
User: two nine seven seven.
Speaker 2: OK. Yeah. I will call you then.
Speaker 4: OK.",(wearer's next turn has no words -- a non-lexical vocalisation such as a laugh or breath),"jane(32), dan(21), transcription(16), iram(11), tools(10), transcriber(9), corpus(9), user interface(8), project(8), queries(8), meeting recorder(7), p z ms(7), transcripts(7), thanks(7), overlap(7), broadcast news(7), form(6), mikes(6), money(6), table(6)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000180/55830,icsi,Train,me011,Bsr001,"Speaker 4: Yeah.
Speaker 1: But I think having the
Speaker 6: Hmm.
Speaker 1: the idea of the computer sort of in there forces you to create a a log file format that can handle these other devices. I mean, you were talking about the Penn and
Speaker 4: Right. Right.","XML, that solves everything.","jane(21), dan(17), transcription(11), transcriber(8), tools(8), user interface(6), p z ms(5), pda(5), mike number(5), speaker change(5), stress(5), form(4), machine(4), money(4), speaker(4), transcripts(4), thanks(4), time alignment(4), tool(4), adam janin(3)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000174/3239,icsi,Val,me011,Bns001,"Speaker 2: OK, Transcript script one four one one dash one four thre uh three zero. seven six four six three seven four eight six six four seven nine nine O O zero zero six two two eight zero one two five three four four six O two five six four four six six eight one five seven O eight O three zer zero three five three two one five three two six two two three eight four O one six one five seven two three five one two eight
Speaker 5: Um, transcript number one six five one, one six seven O - uh O. six O O seven zero nine one O three w O O nine zero six two zero two eight five one eight two three four O eight five seven six two four seven four three nine five five zero eight seven two seven nine eight seven one one O zero one three two O seven three four two five five six six five
User: Thanks.
Speaker 1: Transcript is one four nine one dash one five one O O O five six zero zero six four two one one seven O three three three eight four two five five three five six seven eight O two five three seven zero four seven four five six three one six eight eight two three O three three nine five one four six three seven four six six two eight five three nine O
Speaker 6: Transcript one seven one one dash one seven three O nine four O zero one two zero zero three one nine nine four one",Thanks,"jane(32), dan(21), transcription(16), iram(11), tools(10), transcriber(9), corpus(9), user interface(8), project(8), queries(8), meeting recorder(7), p z ms(7), transcripts(7), thanks(7), overlap(7), broadcast news(7), form(6), mikes(6), money(6), table(6)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000180/58886,icsi,Train,me011,Bsr001,"Speaker 5: m your normal kind of meeting.
User: So When you're talking about your artificial meetings, i they are gonna be goal directed, though. So they're gonna s say, you're you're having a meeting to do this.
Speaker 1: Right.
Speaker 5: They're going to be goal directed. You're supposed to Yeah, you know. You're supposed to you're a budget meeting or something and you have a spreadsheet up there, and everybody has to sort of work out the you know, some particular goal of where to p allocate money. And they can t ask the computer to
User: Mm - hmm.",Oh. So that will be different.,"jane(21), dan(17), transcription(11), transcriber(8), tools(8), user interface(6), p z ms(5), pda(5), mike number(5), speaker change(5), stress(5), form(4), machine(4), money(4), speaker(4), transcripts(4), thanks(4), time alignment(4), tool(4), adam janin(3)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000230/39012,icsi,Train,me013,Bro021,"User: Mm - hmm.
Speaker 1: I will read because it's better for my English. I i given is the estimate of the PDF of the noise signal when we have a, um, a statistic of the clean speech and an statistic of the noisy speech. And the clean speech the statistic of the clean speech is from a codebook. Mmm? This is the idea. Well, like, this relation is not linear. The methods propose to develop this in a vectorial Taylor series approximation.
User: I I'm actually just confused about the equations you have up there. So, uh, the top equation is is is
Speaker 1: No, this in the it's this is the log domain. I I must to say that.
User: Which is which is the log domain?",And but Y is what? Y of the spectrum or?,"training(38), plp(36), htk(31), ibm(30), aurora(30), energy(28), discussion(24), ti - digits(24), andreas(24), range(23), overlaps(23), agenda(23), dave(23), switchboard(23), vad(23), jose(22), silence(22), chuck(22), good thing(21), msg(21)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000286/55307,icsi,Train,me025,Bsr001,"Speaker 1: That'd be cool actually.
User: Yeah. I mean, that's the question. If if we are collecting these at different sites, different kinds of tasks, different people, what is there that's gonna be uniform about this collection?
Speaker 5: Mm - hmm. Right.
User: And part of it will be, well, this combination of close talking and uh,
Speaker 2: Mmm.","And and then part of it will just be the data presentation, you know, maybe if if we have common transcription standards and, you know, that it's all transcribed or","channels(7), table(7), dan(6), tools(6), microphones(5), transcriber(5), equipment(4), mikes(4), wireless(4), eric(4), project(4), pzm number(4), tcl(4), machine(3), pc(3), transcript number(3), whole thing(3), head(3), pda(3), software(3)",1,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000368/32559,icsi,Test,mn015,Bed004,"User: I mean, ultimately we we may w w we regard this as sort of an exercise in in thinking about the problem and maybe a first version of uh a module, if you wanna call it that, that you can ask, that you can give input and it it'll uh throw the dice for you, uh throw the die for you, because um I integrated this into the existing SmartKom system in in the same way as much the same way we can um sort of have this uh this thing. Close this down. So if this is what M - three - L um will look like and what it'll give us, um And a very simple thing. We have an action that he wants to go from somewhere, which is some type of object, to someplace.
Speaker 4: Mm - hmm.
User: And this these uh this changed now only um, um It's doing it twice now because it already did it once. Um, we'll add some action type, which in this case is"" Approach""
Speaker 4: Mm - hmm. Good.
User: and could be, you know, more refined uh in many ways. Or we can uh have something where the uh goal is a public place and it will give us then of course an action type of the type"" Enter"". So this is just based on this one um,","um here is is a m is a landmark,","building(8), context(6), intention(6), object(6), wizard(6), heidelberg(5), input(5), net(5), new york(5), nuh(5), picture(5), vista(5), intentions(4), linux(4), map(4), xml(4), discourse(4), hurry(4), middle layer(4), phenomenon(4)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000214/1221,icsi,Val,me013,Bmr029,"Speaker 2: And you wanted I know you wanted the far - field data.
User: Right. So so, we have some stuff with no overlap, uh, for which there would be near near - field results.
Speaker 2: Uh - huh.
User: We wanted to get the far - field results for that. And then this this real, uh, long shot thing would be, that we'd apply Dave's processing to, uh, potentially training and test data
Speaker 2: Mm - hmm.","different the numbers were, but if you just worked with males only and used the short training","training(44), plp(36), htk(34), ibm(32), energy(32), aurora(32), vad(28), discussion(25), ti - digits(25), dave(25), log(25), range(24), andreas(24), agenda(24), switchboard(24), effect(23), overlaps(23), test(23), jose(22), silence(22)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000249/18554,icsi,Test,me018,Bmr015,"Speaker 1: Exactly what we say in the proposal.
User: I I mean uh which part is ICSI though. I mean
Speaker 2: You know, it i None of it will go for those yachts that we've talking about.
User: Dang!
Speaker 2: Um,",It's just for the research to continue the research on the Meeting Recorder stuff?,"net(10), aurora(8), timit(8), slash - scratch(7), mikes(7), ti - digits(6), backchannel(6), experiment(5), language(5), machine(5), silence(5), times(5), steve(5), transcriptions(5), database(4), labels(4), models(4), neural net(4), new disk(4), bug(4)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000037/78643,icsi,Val,fe008,Btr001,"Speaker 5: It's OK.
User: That'd be great. OK, so, um, let's see.
Speaker 5: I had something that I could bring up.
User: Yes.
Speaker 5: Um,",Yes.,"overlaps(36), transcriber(24), overlap(24), transcribers(23), interface(21), script(21), reference(21), backchannels(17), convention(16), transcription(16), respect(16), ibm(16), speakers(14), transcripts(14), thilo(14), context(13), microphone(13), conventions(13), speaker(13), addition(12)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000037/32094,icsi,Val,fe008,Btr001,"User: And Yeah. Uh there's it's it's funny how, um, i it's funny to me that th something like that, you just change one little boundary and suddenly the whole meaning changes and I've run across that also.
Speaker 4: Mm - hmm.
Speaker 6: Mm - hmm.
Speaker 4: Yeah.
Speaker 5: Yeah, that is true.","What I've done I've It's very rare. I mean, when I've run across it.","overlaps(36), transcriber(24), overlap(24), transcribers(23), interface(21), script(21), reference(21), backchannels(17), convention(16), transcription(16), respect(16), ibm(16), speakers(14), transcripts(14), thilo(14), context(13), microphone(13), conventions(13), speaker(13), addition(12)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000040/43707,icsi,Train,fe016,Bdb001,"Speaker 4: Yeah.
User: Yeah, definitely.
Speaker 3: I think the more eyes look at this the better.
User: Especially if there's, e um you know, if someone can help with at least the the setup of the right Oh, hi.
Speaker 2: Hi, Jane.","the right representation, then, i you know, I hope it won't We don't actually need the whole full - blown thing to be ready, so.","jane(24), switchboard(16), overlap(13), don(13), mari(12), speaker(11), recognizer(11), overlaps(9), forced alignment(9), board(8), transcription(8), transcripts(8), turn(8), recognition(8), transcribers(8), backchannel(7), ideas(7), microphones(7), close - talking mikes(7), queries(7)",0,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000148/2668,icsi,Train,me011,Bmr002,"User: So, Jane, can you talk into your mike? You said it's mike four?
Speaker 1: I'm mike I'm on mike four. and it's a very nice microphone, very modern.
User: Well, hmm, I'm glad you like it.
Speaker 1: I like it very much.
User: @ @ Uh Eric, what mike are you?",Mike one,"pda(3), drive(2), front(2), intention(2), jane(2), machine(2), mail(2), microphones(2), mikes(2), scotland(2), sixteen channels(2), spontaneous meetings(2), wireless(2), wireless headset number(2), about four gig(1), abs(1), acoustics(1), adam janin(1), ai(1), ai meetings(1)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000038/126181,icsi,Test,fe008,Btr002,"User: Cuz that's that falls within the realm of pronunciation variants. It's just like different ways of saying"" and"".
Speaker 2: OK.
Speaker 5: Right.
Speaker 4: Right. Mm - hmm.
User: OK. And I have like, uh, uh, two more things I wanted to say. One of them is, um Oh, yeah. This is an interesting category to me, and I don't,","So, if you're doing you're doing separate channels first and then as a final pass through the mixed channel, I don't think I've made that explicit but it w it's really helpful to go through it a a final time though the mixed channel so that you hear things in context. And at that point what I sometimes pick up is this meta - level, where someone is finishes someone's someone else's utterance. So you'll suddenly have this stranded word out in the middle of nowhere, and it's because","overlaps(37), overlap(26), interface(25), transcriber(24), transcribers(24), script(21), reference(21), ibm(19), backchannels(18), context(17), respect(17), convention(16), transcription(16), speakers(15), thilo(15), conventions(14), transcripts(14), microphone(13), speaker(13), addition(12)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000037/108017,icsi,Val,fe008,Btr001,"User: Signing off.
Speaker 3: Bye.
User: And then you turn off the
Speaker 6: @ @
Speaker 3: I love you, man.","Yeah, well, I think so. Yeah, I mean, if you want to. Yeah, so Tigerfish does a first pass, I mean it","overlaps(36), transcriber(24), overlap(24), transcribers(23), interface(21), script(21), reference(21), backchannels(17), convention(16), transcription(16), respect(16), ibm(16), speakers(14), transcripts(14), thilo(14), context(13), microphone(13), conventions(13), speaker(13), addition(12)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000038/28490,icsi,Test,fe008,Btr002,"User: But in the cases of of distortion than you can end up with,
Speaker 5: Right. Oh, OK. Yeah. I see what you're saying.
User: uh, a wider bandwidth which isn't useful in terms of understanding speech.
Speaker 5: Right.
Speaker 4: Right.",So.,"overlaps(37), overlap(26), interface(25), transcriber(24), transcribers(24), script(21), reference(21), ibm(19), backchannels(18), context(17), respect(17), convention(16), transcription(16), speakers(15), thilo(15), conventions(14), transcripts(14), microphone(13), speaker(13), addition(12)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000174/3787,icsi,Val,me011,Bns001,"Speaker 5: Um, transcript number one six five one, one six seven O - uh O. six O O seven zero nine one O three w O O nine zero six two zero two eight five one eight two three four O eight five seven six two four seven four three nine five five zero eight seven two seven nine eight seven one one O zero one three two O seven three four two five five six six five
User: Thanks.
Speaker 1: Transcript is one four nine one dash one five one O O O five six zero zero six four two one one seven O three three three eight four two five five three five six seven eight O two five three seven zero four seven four five six three one six eight eight two three O three three nine five one four six three seven four six six two eight five three nine O
Speaker 6: Transcript one seven one one dash one seven three O nine four O zero one two zero zero three one nine nine four one five two one six nine eight eight six eight five seven nine zero eight eight O six nine nine O three nine O O seven one one six eight five two two two six zero eight three six five nine four seven four five eight three nine six seven nine four two O nine
User: Thanks So, I wanted to just era it reiterate","after it's transcribed, so that'll be some months off, but you will have that opportunity","jane(32), dan(21), transcription(16), iram(11), tools(10), transcriber(9), corpus(9), user interface(8), project(8), queries(8), meeting recorder(7), p z ms(7), transcripts(7), thanks(7), overlap(7), broadcast news(7), form(6), mikes(6), money(6), table(6)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000272/1806,icsi,Train,me018,Bro016,"Speaker 1: Cuz the one thing the one thing that seems to me we really should try, if you hadn't tried it before, because it hadn't occurred to me it was sort of an obvious thing is, um, adjusting the, uh, sca the scaling and, uh, insertion penalty sorta stuff.
User: I did play with that, actually, a little bit. Um. What happens is, uh, when you get to the noisy stuff, you start getting lots of insertions.
Speaker 1: Right.
User: And, um, so I've tried playing around a little bit with, um, the insertion penalties and things like that.
Speaker 1: Yeah.","I mean, it it didn't make a whole lot of difference. Like for the well - matched case, it seemed like it was pretty good.","models(17), boundaries(13), state(12), aurora(12), experiments(12), htk(12), ibm(10), net(10), gaussians(10), experiment(9), timit(9), silence model(9), linux(8), phone(7), machine(7), slash - scratch(7), training(7), mikes(7), backchannel(7), energy(7)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Val/000183/18397,icsi,Val,me011,Buw001,"Speaker 6: for a couple reasons. One, if you have a summary if you have a bunch of summaries, you can do a word frequency count and see what words come up in different types of meetings.
Speaker 2: Mm - hmm.
Speaker 6: So"" action item"" is gonna come up whether it's a VLSI meeting, or speech meeting, or whatever. So words that come up in different types of meetings may be something that you would want to query about.
User: Mm - hmm.
Speaker 6: Um, the second thing you could possibly do with it is just run a little pilot experiment with somebody saying"" here's a summary of a meeting, what questions might you want to ask about it to go back?""","But, I think it would give","jane(24), dan(18), transcription(15), tools(10), iram(10), transcriber(8), p z ms(7), project(7), corpus(7), money(6), user interface(6), mike number(6), mikes(5), pda(5), transcripts(5), speaker change(5), stress(5), thanks(5), computer(5), form(4)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000131/2139,icsi,Train,me006,Bro022,"User: OK. So should I go so that, uh,
Speaker 3: Yeah. Why don't you go ahead, Barry?
User: you're gonna talk about Aurora stuff, per se? OK. Um.
Speaker 3: OK.
User: Well, this past week I've just been, uh, getting down and dirty into writing my my proposal. So, um Mmm. I just finished a section on, uh on talking about these intermediate categories that I want to classify,","Um, my meeting with, uh? Oh, oh, you mean the the quals. Uh, the quals are happening in July twenty - fifth.","timit(12), acoustic events(12), sonorance(10), spanish(7), training(7), transcript l(7), aurora(6), mapping(6), sub - band(6), phones(6), stephane(5), experiments(5), larry saul(5), h m ms(5), speech recognition(5), acoustic(5), phonological features(5), cube(4), htk(4), spert(4)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000200/31403,icsi,Train,me013,Bmr013,"Speaker 5: nudging them here and there.
Speaker 4: Scoot the voicing over a little, because
Speaker 1: Yeah.
Speaker 5: Right.
User: Well I think what I mean I'm I'm a l little behind in what they're doing, now, and, uh, the stuff they're doing on Switchboard now. But I think that, Steve and the gang are doing,","that, um, you know,","training(28), overlaps(23), energy(19), jose(19), plp(18), ibm(17), silence(17), htk(17), language(17), overlap(16), discussion(15), jane(14), range(14), msg(14), microphones(13), other hand(13), ti - digits(13), italian(13), switchboard(13), aurora(12)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Test/000054/23117,icsi,Test,fe016,Bmr019,"Speaker 3: Yeah. The same sort of numbers that we got those graphs from. Right?
Speaker 1: Could we do exactly the same thing that we're doing now, but do it with a far - field mike?
Speaker 3: Yeah, do it with one of on
Speaker 1: Cuz we extract the times from the near - field mike, but you use the acoustics from the far - field mike.
User: Right. I understand that. I just meant that so you have three choices. There's, um",where that person is talking only from the transcripts but the segmentations were,"jane(28), overlap(20), switchboard(18), don(18), recognizer(14), mari(13), recognition(13), speaker(12), transcripts(12), transcribers(12), forced alignment(12), speakers(9), transcription(9), more data(9), overlaps(9), andreas(9), thilo(9), board(8), ideas(8), language(8)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
icsi/Train/000307/65435,icsi,Train,me045,Bed008,"Speaker 3: ROVER. All of their outputs combined to make a decision.
User: Hmm.
Speaker 4: Yeah. Yeah. So the problem is to specify the uh so the conditional property of this given all those, right? That's the way belief - nets are defined, like each node given its parents, right? So um that's what we want, we want for example P of um let's call this guy Y and let's call these X - one, X - two XN, right. So we want probability that Y equals, you know, for example um E given that these guys are I'll just refer to this as like X um hat or something, uh the co like all of them? Given that for example the data says you know, A, V, A, E, or something right?
Speaker 2: Yep.
Speaker 4: So we would like to do this kind of combination.",(wearer's next turn has no words -- a non-lexical vocalisation such as a laugh or breath),"view(3), approach(2), enter(2), headset(2), hhh(2), parent categories(2), spg(2), spg action(2), types(2), action(1), action schema(1), action schemas(1), and an enter(1), answers(1), bakery example(1), cate(1), category structure(1), chicken run(1), choices(1), commercial event schema(1)",,,A.J.A. Jubayer Talukder,2026-08-11T15:43:00+00:00
