marker_id,corpus,split,wearer,meeting_id,preceding_turns,wearer_next_utterance,wearer_profile_terms,wearer_past_context,label,notes,annotator,saved_at
icsi/Test/000208/30293,icsi,Test,me013,Bmr023,"User: Well, I forget how we end Right. I forget how we ended up on this, but I remember my taking the position of not making it so so easy for everybody to observe everything and Adam was taking the position of of having it be really straightforward for people to check every aspect of it including the audio. And I don't remember who won, Adam or me, but uh, the
Speaker 6: Well, if it's only the transcript, though I mean, th this this is my point, that that
User: Uh, that that's why I'm bringing this up again, because I can't remember how we ended up.
Speaker 6: then it becomes
User: That it was the transcrip He wanted to do a web interface that would make it",that would give you access to the transcript and the audio. That's what Adam wanted.,"training(35), aurora(29), htk(29), energy(28), plp(27), ibm(23), ti - digits(23), overlaps(23), vad(23), discussion(22), jose(22), silence(22), msg(21), range(20), switchboard(20), research(19), overlap(19), chuck(19), good thing(19), level(18)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bmr008] if unless this is a normalization problem, it looks from your results like there's so much overlap that certainly you need something that isn't energy - like, in addition to it, at least.
[Bsr001] at any level can have access to all of it so you guys can have it, UW can have it, we can have it, and IBM can have it, and",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000225/58254,icsi,Train,me013,Bro014,"User: Uh, anything to
Speaker 2: N um, not not not much is new. So when I talked about what I'm planning to do last time,
User: talk about?
Speaker 2: I said I was, um, going to use Avendano's method of, um, using a transformation, um, to map from long analysis frames which are used for removing reverberation to short analysis frames for feature calculation. He has a trick for doing that involving viewing the DFT as a matrix. Um, but, uh, um, I decided not to do that after all because I I realized to use it I'd need to have these short analysis frames get plugged directly into the feature computation somehow and right now I think our feature computation is set to up to, um,
User: Mm - hmm.",This is in order to use the SRI system or something. Right?,"training(32), energy(26), aurora(25), htk(24), overlaps(23), ti - digits(22), jose(22), discussion(21), ibm(20), research(19), silence(19), plp(19), switchboard(19), overlap(18), good thing(18), language(17), microphones(16), effect(16), chuck(16), jane(15)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bmr007] Uh, OK. So it sounds like the the three main things that we have to talk about are, uh this list, uh Jane and Jane and Adam have some research items, and, other than that, anything,
[Bmr008] if unless this is a normalization problem, it looks from your results like there's so much overlap that certainly you need something that isn't energy - like, in addition to it, at least.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000251/40402,icsi,Train,me018,Bmr018,"User: Cuz you can see the seat numbers, and then you can see what type of mike they were using. And so we just look for, you know, somebody sitting next to Adam at one of the meetings
Speaker 6: Actually y we can tell from the data that we have, um, yeah, there's a way to tell. It might not be a single person who's always overlapping that person but any number of people, and,
Speaker 5: From the insertions, maybe? fr fr from the Right.
Speaker 6: um, if you align the two hypothesis files across the channels, you know, just word alignment, you'd be able to find that. So so I guess that's sort of a last ther there're sort of a few things we could do. One is just do like non - lapels if we can get good enough alignments. Another one was to try to get somehow align Thilo's energy segmentations with what we have. But then you have the problem of not knowing where the words are because these meetings were done before that segmentation. But maybe there's something that could be done.
User: What what is why do you need the, um,",So it was to get it was to get more data and better to to squeeze the boundaries in.,"models(16), aurora(10), net(10), timit(9), state(8), experiment(8), htk(8), boundaries(8), slash - scratch(7), mikes(7), energy(7), silence model(7), phones(6), silence(6), ti - digits(6), backchannel(6), gaussians(6), phone(5), experiments(5), hynek(5)","[Bro011] and it's tied to the center state of the silence model so it's not its own
[Bro004] So that the the silence model in HTK will always pick it up.
[Bro012] The silence model expected duration was really different. And so in the case where um it had a better score, the silence model expected duration was much longer. So it was like it was a better match. I think you know if we",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000174/5183,icsi,Val,me011,Bns001,"Speaker 2: Two nine seven seven? Right.
User: two nine seven seven.
Speaker 2: OK. Yeah. I will call you then.
Speaker 4: OK.
User: Thanks.",(wearer's next turn has no words -- a non-lexical vocalisation such as a laugh or breath),"jane(32), dan(21), transcription(16), iram(11), tools(10), transcriber(9), corpus(9), user interface(8), project(8), queries(8), meeting recorder(7), p z ms(7), transcripts(7), thanks(7), overlap(7), broadcast news(7), form(6), mikes(6), money(6), table(6)","[Bmr005] and I haven't I don't what I'm working on was working on was getting it to a form where we can import it into the user interface that we have, into Transcriber.
[Bmr003] Well what what it what happens is if you're a transcriber listening to it it sounds like Dan is just being a total
[Bmr006] Yeah, I I should've checked with Jane first, but the ch the form has changed.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000227/34174,icsi,Train,me013,Bro016,"User: Yeah. But you should always look at insertions, deletions, and substitutions. So
Speaker 1: So, I don Yeah. Mm - hmm. Mm - hmm.
User: so, uh @ @ MSG is very, very dif Eh, PLP is very much like mel cepstrum. MSG is very different from both of them.
Speaker 1: Mm - hmm.
User: So, if it's very different, then this is the sort of thing I mean I'm really glad Andreas brought this point up. I sort of had forgotten to discuss it. Um. You always have to look at how this uh, these adjustments, uh, affect things. And even though we're not allowed to do that, again we maybe could reflect that back to our use of the features.","So if it if in fact, uh The problem might be that the range of the MSG features is quite different than the range","training(34), aurora(27), htk(27), energy(26), ibm(23), overlaps(23), ti - digits(22), jose(22), vad(22), discussion(21), plp(20), research(19), overlap(19), silence(19), chuck(19), switchboard(19), good thing(18), effect(17), language(17), microphones(16)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bmr008] if unless this is a normalization problem, it looks from your results like there's so much overlap that certainly you need something that isn't energy - like, in addition to it, at least.
[Bmr018] let's see who was talking about earlier that the effect of having a lot more data is quite different in Switchboard than it is in in Broadcast News, yeah.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000180/56970,icsi,Train,me011,Bsr001,"Speaker 2: You know, it's quite an interesting issue.
User: So that's something we should try to
Speaker 2: That brings up Mmm.
Speaker 1: Yeah.
User: I I'm not sure what wh I mean what's a good solution than that other than trying to keep in touch with each other.",Right.,"jane(21), dan(17), transcription(11), transcriber(8), tools(8), user interface(6), p z ms(5), pda(5), mike number(5), speaker change(5), stress(5), form(4), machine(4), money(4), speaker(4), transcripts(4), thanks(4), time alignment(4), tool(4), adam janin(3)","[Bmr002] just getting the word transcripts and speaker change
[Bmr003] Well what what it what happens is if you're a transcriber listening to it it sounds like Dan is just being a total
[Bmr001] Well, I I can help them get done um one question is budget. Do we have any money at all that we can go out and spend on things like cabinets or a hard drive or things like that.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000145/13974,icsi,Train,me010,Bed017,"User: OK. So one so one of the questions, you know, about these P R Ms is
Speaker 4: Mm - hmm.
User: uh, we aren't gonna build our own interpreter, so if if we can't find one, then we uh, go off and do something else and wait until s one appears. Uh, so one of the things that Eva's gonna do over the next few weeks is see if we can track that down. Uh, the people at Stanford write papers as if they had one, but, um, we'll see. So w Anyway. So that's a a major open issue. If there is an interpreter, it looks like you know, what Eva's got should run and we should be able to actually um, try to solve, you know, the problems, to actually take the data, and do it. Uh, and we'll see. Uh, I actually think it is cleaner, and the ability to instantiate, you know, instance of people and sites and stuff, um, will help in the expression. Whether the inference gets any faster or not I don't know. Uh, it wouldn't surprise me if it if it doesn't.
Speaker 4: Mm - hmm.
User: You know, it's the same kind of information. I think there are things that you can express this way which you can't express in a normal belief - net, uh, without going to some incredible hacking of sort of rebuilding it on the fly. I mean, the notion of instantiating your el elements from the ontology and stuff fits this very nicely and doesn't fit very well into the extended belief - net. So that was one of the main reasons for doing it.","I don't know. So, uh, people who have thought about the problem, like Robert","belief(40), robert(27), net(25), ontology(25), constructions(23), decisions(19), keith(17), discourse(16), german(16), nancy(15), context(14), decision(14), - net(13), guess(13), bhaskara(13), sorts(13), construction(11), goal(11), guys(11), johno(11)","[Bed010] the belief - net and the decisions now, which would be fine, it's probably
[Bed009] There's a first cut at a belief - net that that doesn't it isn't fully uh instantiated, and in particular some of the the combination rules and ways of getting the the conditional probabilities aren't there.
[Bed014] uh sort of what the formalism will look like and where the slots and fillers will be, but also what that would translate into in terms of belief - net and the inferences.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000008/81227,icsi,Test,fe004,Bed015,"Speaker 2: Right. Yeah.
User: OK, so it's kind of like the unspecified mental spaces just are occurring in context. And then when you embed them sometimes you have to pop up to the h you know, depending on the construction or the whatever,
Speaker 2: Mm - hmm.
Speaker 5: Mm - hmm.
User: um, you you you're scope is m might extend out to the the base one.","It would be nice to actually use the same, um, mechanism since there are so many cases where you actually need it'll be one or the other. It's like, oh, actually, it's the same same operation. So.","location(8), enter(8), context(6), german(6), action schema(6), business(5), class(5), intention(5), robert(5), structure(5), approach(5), task(4), cue(4), discourse(4), action(4), bakery(4), bindings(4), friend(4), roles(4), view(4)","[Bed006] I mean I guess I'm wondering whether You could just have under action schema you could just sort of say whatever you know it's gonna be Enter, View or Approach or whatever number of things and pos partly because
[Bed003] So a more general thing than"" discussed admission fee"" um, could be I I'm just wondering whether the context, the background context of the discourse
[Bed002] So that context was like, um, their presumed purpose context, i like business or travel,",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000402/31466,icsi,Train,mn052,Bro023,"User: And then you multiply your noisy power spectrum with this. You get an estimate of the clean power spectrum.
Speaker 2: I see. OK.
User: So but the thing is that you have to estimate the SF from the noisy spectrum, what you have. So you estimate the NF from the initial noise portions and then you subtract that from the current noisy spectrum to get an estimate of the SF. So sometimes that becomes zero because you do you don't have a true estimate of the noise. So the f filter will have like sometimes zeros
Speaker 2: Mm - hmm.
User: in it because some frequency values will be zeroed out because of that. And that creates a lot of discontinuities across the spectrum because @ @ the filter.","uh, so that's what that was just the first stage of Wiener filtering that I tried.","wiener(15), snr(13), baseline(8), improvement(8), lda(8), wiener filter(8), carlos(7), clean speech(6), vad(6), filter(6), aurora(5), ti - digits(5), wiener filtering(5), cepstral coefficients(4), log(4), filters(4), log energy(4), noise compensation(4), cepstrum(3), endpoint information(3)","[Bro021] So instead of designing our own new Wiener filters, I may just use one of those Carlos filters in in this implementation and see whether it it actually gives me something better
[Bro019] Always people have shown improvement with Wiener filtering and maybe subspace approach over spectral subtraction everywhere.
[Bro022] and but while making this Wiener filter better.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000104/39861,icsi,Test,me003,Bed004,"Speaker 4: So we wanna think about which ones we really care about and what they really most depend on, and can we c you know, clean this this up to the point where it
User: So what we really wanna do i cuz this is really just the three layer net, we wanna b
Speaker 4: Right.
User: make it expand it out into more layers basically?
Speaker 4: We might. Uh, I mean that that's certainly one thing we can do. Uh, it's true that the way you have this, a lot of the times you have what you're having is the values rather than the variable.",Right.,"door(6), tourist(6), tango(5), admission fee(5), discourse(5), smartkom(4), bhaskara(4), mode(4), nice walls(4), powder - tower(3), javabayes(3), lines(3), middle(3), presentation(3), probabilities(3), suggestions(3), vista(3), walls(3), belief(2), nets(2)","[Bed003] Well I can do that, but then I have to end the presentation in the middle so I can go back to open up JavaBayes.
[Bed002] I guess my question was more about time frame. So we're gonna do belief - nets this week, and then",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000037/54105,icsi,Val,fe008,Btr001,"User: And so they'll get And it's numbered so that we end up with the same number of of transcribed slots.
Speaker 5: As there are slots in the pre - segmentation. Mm - hmm.
User: Exactly. Cuz the first time when we didn't have them numbered, we ended up with a couple extra segments that were transcribed, and it was hard to patch the whole thing back together because when it comes back to our end,
Speaker 5: Mm - hmm.
Speaker 6: Hmm.",tape that they were given.,"overlaps(36), transcriber(24), overlap(24), transcribers(23), interface(21), script(21), reference(21), backchannels(17), convention(16), transcription(16), respect(16), ibm(16), speakers(14), transcripts(14), thilo(14), context(13), microphone(13), conventions(13), speaker(13), addition(12)","[Bmr010] th the interface we're using, overlaps are, uh, not being encoded by the transcribers in as complete and, uh,
[Bmr005] Well, yeah, b yeah, I would say time bin. So my my goal is to get words with reference to a time bin, beginning and end point. And and sometimes, you know, it was like you could have an overlap where someone said something in the middle, but,
[Bmr018] I think that there always th there would have to be some hand - tweaking, but it's possible that a script could be written to merge those two types of things. I've I've discussed it with Thilo and I mean",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000371/16062,icsi,Train,mn015,Bed008,"User: w well the uh user was uh
Speaker 3: Right.
User: definitely more likely to enter if he's a local
Speaker 3: Right.
User: more likely to view if he's a tourist um and then of course we had the fact that given the fact that he's thrifty and there will be admission then we get all these cross um",We'll d what type of building is it? Yeah.,"nuh(16), german(13), xml(13), object(12), wizard(12), building(10), intention(10), johno(10), parser(10), friday(10), heidelberg(9), input(9), net(9), task(9), fey(9), bhaskara(8), vista(8), schema(8), belief(7), map(7)","[Bed006] Um and then, secondly, we had, you may remember, um the problem with the re - phrasing, that subject always re - phrase sort of the task that uh we gave them, and so we had a meeting on Friday talking about how to avoid that, and it
[Bed002] Um, from this, we can sometimes, you know an and that's that but that isn't that what we need for a belief - net anyhow? is sort of
[Bed005] And, um and now it's We have a complete English parser that does everything the German parser does.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000040/42336,icsi,Train,fe016,Bdb001,"Speaker 2: Right.
User: and being able to at least get enough, uh, information out on where we condition the location of features on information that's in the kind of file that you put up there. And that would that would do it, I mean, for me.
Speaker 2: Yeah. I think that there are quick and dirty solutions, and then there are long - term, big - infrastructure solutions. And so we want to try to pick something that lets us do a little bit of both.
User: In the between, right. And especially that the representation doesn't have to be thrown away, even if your tools change.
Speaker 2: Um Right. And so it seems to me that I mean, I have to look at it again to see whether it can really do what we want, but if we use the ATLAS external file representation,",Yeah.,"jane(24), switchboard(16), overlap(13), don(13), mari(12), speaker(11), recognizer(11), overlaps(9), forced alignment(9), board(8), transcription(8), transcripts(8), turn(8), recognition(8), transcribers(8), backchannel(7), ideas(7), microphones(7), close - talking mikes(7), queries(7)","[Bmr012] Yeah. No I think it's really, I mean this way we least have a baseline we know that for instance the transcripts are very good so once you can get to the words that the recognizer which is a total subset of the things you need to understand the the text
[Bmr005] Now, why do you need to mark speaker overlap by hand if you can infer it from the relative energy in the I mean, you shouldn't need to do this p completely by hand, right?
[Bmr011] No, we used the fact that So when Jane transcribes them the way she has transcribers doing this, whether it's with the pre - segmentation or not,",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000037/2651,icsi,Val,fe008,Btr001,"Speaker 4: Mmm.
User: none of these these are not obligatory toca topics but they're just things that I thought might be useful to discuss, just as a way of organizing the discussion. But if there are other topics you'd like to discuss that'd be great too. Alright, so um, it struck me that, um, you know, we could start out with some sort of general thing about, um, things that you found easier or more difficult with respect to transcribing or checking or using the interface or, uh, dealing with the time bins or any aspect of that type. And then, maybe talk about specifics specifics of the data and then maybe talk about, um, aspects of the conventions and then the technical set - up regarding the, um, auditory image and the interface. OK, so, maybe we could just, um, start with issues of the @ @ the tar ti up there at the top of What what did you find easiest or more s most difficult about transcribing the data?
Speaker 5: OK.
User: Yeah.
Speaker 5: One thing that I remember being really difficult at the beginning and it got easier as we went along was, um, acronyms and technical terms. Um, because there are so many and","Parentheses, meaning uncertainty.","overlaps(36), transcriber(24), overlap(24), transcribers(23), interface(21), script(21), reference(21), backchannels(17), convention(16), transcription(16), respect(16), ibm(16), speakers(14), transcripts(14), thilo(14), context(13), microphone(13), conventions(13), speaker(13), addition(12)","[Bmr010] th the interface we're using, overlaps are, uh, not being encoded by the transcribers in as complete and, uh,
[Bmr005] Well, yeah, b yeah, I would say time bin. So my my goal is to get words with reference to a time bin, beginning and end point. And and sometimes, you know, it was like you could have an overlap where someone said something in the middle, but,
[Bmr018] I think that there always th there would have to be some hand - tweaking, but it's possible that a script could be written to merge those two types of things. I've I've discussed it with Thilo and I mean",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000137/31914,icsi,Test,me010,Bed005,"Speaker 2: Mm - hmm.
User: and you know, what what are these things referring to? Not only anaphora, but, uh, more generally the, uh this whole issue of, uh, referring expressions, and, what is it that they're actually dealing with in the world?
Speaker 2: Mm - hmm.
User: And, again, this is li in the databa this is also pretty well formed because there is an ontology, and the database, and stuff. So it isn't like, um, you know, the Evening Star or stuff like that. I i it
Speaker 4: Right.",do have concrete reference. Although th the To get at them from a language may not be trivial.,"belief(18), - net(10), net(9), bayes(7), construction(7), context(7), xml(7), ontology(5), discussion(4), nets(4), picture(4), smartkom(4), student(4), task(4), values(4), castle(4), container(4), decision(4), bayes - nets(3), dialogue(3)","[Bed002] the y you know, belief - net package and tell us what it is, and give us a pointer so we can play with it or something.
[Bed004] The Bayes - nets will be dec specific for each decision. But what I'd like to be able to do",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000209/1520,icsi,Train,me013,Bmr024,"Speaker 3: The SmartKom data?
User: Yeah, right.
Speaker 3: Yeah.
User: Uh, right. Uh.
Speaker 2: Uh, reorganization status.",status.,"training(36), htk(31), plp(31), aurora(30), energy(28), ibm(25), ti - digits(24), discussion(23), overlaps(23), vad(23), jose(22), silence(22), switchboard(22), msg(21), range(20), chuck(20), good thing(20), research(19), overlap(19), agenda(19)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bmr008] if unless this is a normalization problem, it looks from your results like there's so much overlap that certainly you need something that isn't energy - like, in addition to it, at least.
[Bro016] So if it if in fact, uh The problem might be that the range of the MSG features is quite different than the range",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Val/000037/42534,icsi,Val,fe008,Btr001,"User: What kind of, uh, hypotheses have has this caused you uh, I mean, don't wanna have you give away a paper topic that you wanna explore, but, you know, if there's interesting th uh, hypotheses that the that y have been suggested to you by looking at the data. That kinda thing, maybe, uh, at some point. So,
Speaker 4: Hnh.
User: and al Oh! And I also wanna say, that, um, I'd like to meet again also next week,
Speaker 5: Mm - hmm.
User: um, and I don't know if this is a good time frame, uh, maybe it'd be good to have it an hour later or I don't know I mean, could do anything",about,"overlaps(36), transcriber(24), overlap(24), transcribers(23), interface(21), script(21), reference(21), backchannels(17), convention(16), transcription(16), respect(16), ibm(16), speakers(14), transcripts(14), thilo(14), context(13), microphone(13), conventions(13), speaker(13), addition(12)","[Bmr010] th the interface we're using, overlaps are, uh, not being encoded by the transcribers in as complete and, uh,
[Bmr005] Well, yeah, b yeah, I would say time bin. So my my goal is to get words with reference to a time bin, beginning and end point. And and sometimes, you know, it was like you could have an overlap where someone said something in the middle, but,
[Bmr018] I think that there always th there would have to be some hand - tweaking, but it's possible that a script could be written to merge those two types of things. I've I've discussed it with Thilo and I mean",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000378/104973,icsi,Test,mn015,Bed015,"Speaker 5: N no, I didn't mean y just the two of us. We obviously we can we can do this. But the question is do you want to, for example, send the little group, uh, a draft of your thesis proposal and get, uh, another session on feedback on that? Or
User: We can do it Th - Thursday again. Yeah.
Speaker 3: Fine with me. Should we do the one PM time for Thursday since we were on that before or?
User: Sure.
Speaker 3: OK.","Thursday at one? I can also maybe then sort of run through the, uh the talk I have to give at EML which highlights all of our work.","german(29), nuh(27), ontology(23), input(22), johno(20), discourse(20), user(19), object(18), xml(18), bayes(18), belief(17), intention(17), smartkom(17), net(15), parser(15), fey(15), friday(14), bayes - net(14), bhaskara(13), heidelberg(13)","[Bed014] The uh, Java the embedded Bayes wants to take input uh, uh, a Bayes - net in in some Java notation
[Bed004] not really as a Bayes - net as John Johno said.
[Bed013] So define the the input into the Bayes - net",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000195/48365,icsi,Train,me013,Bmr008,"User: Well you could distinguish between pre - five and five t five to twelve, right? So depending on what someone's interest was in the formation of the phonetic kinds of categories or whether or whether you're talking more about their
Speaker 4: And
User: linguistic speech patterns, you know
Speaker 4: Oh, that's interesting.
User: uh so But, again, it depends how fine we wanna get, but we could say uh",""" where did you live before you were five?"","" where did you live after you were five?"", I don't know.","overlaps(17), training(15), ibm(15), language(15), jane(12), jose(12), other hand(10), discussion(10), list(10), htk(10), plp(10), ti - digits(9), silence(9), aurora(9), spanish(9), combinations(8), nets(8), dan(7), andreas(7), effect(7)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bmr006] But, we don't n even know yet what the effect of detecting having the ability to detect overlaps is. You know, maybe it doesn't matter too much.
[Bro004] that the word error rate for the same language but using uh different training data than you're testing on, say TIMIT and so forth,",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000180/74445,icsi,Train,me011,Bsr001,"Speaker 5: and I'm also interested in prosody, um, use you know, u used over person to person stuff like segment and helping for segmentation and stuff.
Speaker 4: Right.
Speaker 1: Yeah, so we have some ideas there but not enough data to train. So Harry, and Kemal and I probably
User: So al Right.
Speaker 4: Mm - hmm.",Mm - hmm.,"jane(21), dan(17), transcription(11), transcriber(8), tools(8), user interface(6), p z ms(5), pda(5), mike number(5), speaker change(5), stress(5), form(4), machine(4), money(4), speaker(4), transcripts(4), thanks(4), time alignment(4), tool(4), adam janin(3)","[Bmr002] just getting the word transcripts and speaker change
[Bmr003] Well what what it what happens is if you're a transcriber listening to it it sounds like Dan is just being a total
[Bmr001] Well, I I can help them get done um one question is budget. Do we have any money at all that we can go out and spend on things like cabinets or a hard drive or things like that.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000171/83267,icsi,Train,me011,Bmr028,"Speaker 6: Hmm.
Speaker 2: Yeah.
User: then you can be pretty sure that it's, uh, empty.
Speaker 2: Yeah. Sometimes you you capture that when you mix it together, and Yeah. Yeah.
User: Right. Exactly.",Uh - huh.,"jane(66), form(42), dan(36), tools(24), transcriber(22), corpus(22), sony(20), transcription(19), icsi(19), chuck(19), transcripts(18), ibm(18), forms(17), thanks(17), mikes(16), xml(16), broadcast news(16), hand(15), list(15), program(15)","[Bdb001] For Perl if you want to just do Perl. If you wanted to use the structured XML query language, that's a different thing. And it's a set of tools that let you specify given the D - DDT DTD of the document,
[Bmr005] Right now I'm looking at Jane and talking, now I'm looking at Chuck and talking, I don't think the microphones would pick up that difference.
[Bmr008] And then uh, as Jane said, the last question is"" List other language influences, bilingual dialects, et cetera."" And that's just and open - ended",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000312/40628,icsi,Test,me045,Bed015,"Speaker 2: But I think one the one thing you can schematize is the kind of focus, right? So for instance, you could say it's the the tense on this as opposed to, um, the the action. OK. Or it's uh, it's an identity thing or a contrast with other things, or stress this value as opposed to other things. So, um, it's it is kind of like a profile profile - background thing but I I can't think of like the limited set of possible meanings that you would that you would focu light highlight
User: Light up with focus, yeah.
Speaker 2: as opposed to other ones. So it has some certain complications for the, uh, uh later on. Li - I mean, uh, the best thing I can come up with is that information has a list of focused elements. For instance, you Oh, one other type that I forgot to mention is like query elements and that's probably relevant for the like"" where is"", you know,"" the castle"" kind of thing? Because you might want to say that, um,
User: Mm - hmm.
Speaker 2: location or cert certain WH words bring you know, sort of automatically focus in a, you know,"" I don't know the identity of this thing"" kind of way on certain elements. So.","Oh, there's a bunch. Yeah. Yeah.","user(9), construction(8), view(7), constructions(5), location(5), questions(4), detail(4), summer(4), types(3), node(3), car(3), front(3), tree(3), variety(3), zoo(3), wh(3), approach(2), choices(2), enter(2), friday(2)","[Bed014] And, you know, this is sort of a nice way to do it, the idea of sort of saying that you treat from the simulation point of view or whatever you treat, uh, WH constructions similarly to
[Bed013] over in your Bayes - net or whatever, when when the person says"" where is it"", you've already got, you know since they were talking about admission, and that evokes the idea of entering, um, then when they go and ask"" where is it"", then you're Enter node is already active because that's what the per
[Bed011] found fifteen, twenty different construction types that we would have to look for and so on and like,"" alright, well, let's start here."" Um. So I haven't really gone into the, you know looked at all of the stuff that's going on. So I don't really",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000228/4733,icsi,Train,me013,Bro018,"Speaker 1: Well, I can also th use this. Bec - because the result are a little bit better but we have in a point that
User: Yeah.
Speaker 1: everything is more or less the similar more or less similar.
User: But um
Speaker 1: It's not quite better.",what you were getting at before was that there is something about the difference between the original signal or the original FFT and with the filter which is what and the variance was one take uh on it.,"training(34), aurora(29), htk(29), energy(26), ibm(23), ti - digits(23), overlaps(23), plp(23), vad(23), discussion(22), jose(22), msg(21), research(19), overlap(19), silence(19), chuck(19), switchboard(19), range(18), effect(18), good thing(18)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bmr008] if unless this is a normalization problem, it looks from your results like there's so much overlap that certainly you need something that isn't energy - like, in addition to it, at least.
[Bmr018] let's see who was talking about earlier that the effect of having a lot more data is quite different in Switchboard than it is in in Broadcast News, yeah.",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Train/000209/75907,icsi,Train,me013,Bmr024,"User: Alright.
Speaker 7: OK.
User: See you. Um. Alright. So Uh, they're having tea out there. So I guess the other thing that we were gonna talk about is is, uh, demo. And, um, so, these are the demos for the uh, July, uh, meeting and, um
Speaker 2: July what?
User: DARPA mee","Oh, I think it's July fifteenth. Is that it?","training(36), htk(31), plp(31), aurora(30), energy(28), ibm(25), ti - digits(24), discussion(23), overlaps(23), vad(23), jose(22), silence(22), switchboard(22), msg(21), range(20), chuck(20), good thing(20), research(19), overlap(19), agenda(19)","[Bro003] Yeah and again Yeah. So the the training for HTK is always that's always set up for the individual test, right? That there's some training data and some test data. So that's different than this. Yeah.
[Bmr008] if unless this is a normalization problem, it looks from your results like there's so much overlap that certainly you need something that isn't energy - like, in addition to it, at least.
[Bro016] So if it if in fact, uh The problem might be that the range of the MSG features is quite different than the range",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
icsi/Test/000111/4625,icsi,Test,me003,Bed013,"Speaker 2: Mm - hmm.
Speaker 3: under given conditions, situational, user, discourse and ontological conditions, you should also be able to make that same system ask "" where is X?"" in a sper certain way, based on certain intentions. So in instead of just being able to
Speaker 2: Hmm.
Speaker 3: observe phenomenon, um, and, guess the intention we might be able just to sort of give it an intention, and make it produce an utterance.
User: Well, like in","take in, and then they also do the generation phase, like Nancy's thing.","bayes(19), node(14), xml(10), bayes - net(10), construction(10), source(9), mode(8), roles(8), bhaskara(7), discourse(7), door(7), tourist(7), java bayes(7), smartkom(6), admission fee(6), net(6), probabilities(6), robert(6), nodes(6), action(6)","[Bed003] Yeah I know there is an I was looking on the we web page and he's updated it for an XML version of I guess Bayes - nets. There's a Bayes - net spec for in XML.
[Bed012] on the nodes in the Bayes - net would be able to do all that, wouldn't it?
[Bed004] And I separated them out. And then I um did similar things for our our net to uh with the context and the discourse and whatnot,",,,A.J.A. Jubayer Talukder,2026-08-12T05:13:59+00:00
